Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
ALO,14.0,0 days 00:01:32.664000,10.0,0 days 01:39:18.242000,0 days 00:00:32.924000,0 days 00:00:19.455000,0 days 00:00:40.285000
ALO,15.0,0 days 00:01:32.324000,10.0,0 days 01:40:50.566000,0 days 00:00:32.913000,0 days 00:00:19.374000,0 days 00:00:40.037000
ALO,16.0,0 days 00:01:32.521000,10.0,0 days 01:42:23.087000,0 days 00:00:32.518000,0 days 00:00:18.922000,0 days 00:00:41.081000
ALO,17.0,0 days 00:01:32.966000,10.0,0 days 01:43:56.053000,0 days 00:00:32.745000,0 days 00:00:19.316000,0 days 00:00:40.905000
ALO,18.0,0 days 00:01:32.698000,10.0,0 days 01:45:28.751000,0 days 00:00:32.791000,0 days 00:00:19.169000,0 days 00:00:40.738000
ALO,19.0,0 days 00:01:32.280000,10.0,0 days 01:47:01.031000,0 days 00:00:32.507000,0 days 00:00:18.762000,0 days 00:00:41.011000
ALO,20.0,0 days 00:01:32.610000,10.0,0 days 01:48:33.641000,0 days 00:00:32.675000,0 days 00:00:18.901000,0 days 00:00:41.034000
ALO,21.0,0 days 00:01:32.545000,10.0,0 days 01:50:06.186000,0 days 00:00:32.459000,0 days 00:00:18.616000,0 days 00:00:41.470000
ALO,22.0,0 days 00:01:33.282000,10.0,0 days 01:51:39.468000,0 days 00:00:32.923000,0 days 00:00:19.602000,0 days 00:00:40.757000
ALO,23.0,0 days 00:01:32.510000,10.0,0 days 01:53:11.978000,0 days 00:00:32.738000,0 days 00:00:19.251000,0 days 00:00:40.521000
ALO,24.0,0 days 00:01:31.665000,10.0,0 days 01:54:43.643000,0 days 00:00:32.237000,0 days 00:00:19.253000,0 days 00:00:40.175000
ALO,25.0,0 days 00:01:31.761000,10.0,0 days 01:56:15.404000,0 days 00:00:32.200000,0 days 00:00:19.134000,0 days 00:00:40.427000
ALO,26.0,0 days 00:01:31.343000,10.0,0 days 01:57:46.747000,0 days 00:00:32.324000,0 days 00:00:19.170000,0 days 00:00:39.849000
ALO,27.0,0 days 00:01:30.895000,10.0,0 days 01:59:17.642000,0 days 00:00:32.032000,0 days 00:00:19.001000,0 days 00:00:39.862000
ALO,28.0,0 days 00:01:30.652000,10.0,0 days 02:00:48.294000,0 days 00:00:32.030000,0 days 00:00:19.067000,0 days 00:00:39.555000
ALO,29.0,0 days 00:01:29.718000,10.0,0 days 02:02:18.012000,0 days 00:00:31.491000,0 days 00:00:18.976000,0 days 00:00:39.251000
ALO,30.0,0 days 00:01:29.374000,10.0,0 days 02:03:47.386000,0 days 00:00:31.387000,0 days 00:00:18.884000,0 days 00:00:39.103000
ALO,31.0,0 days 00:01:28.850000,10.0,0 days 02:05:16.236000,0 days 00:00:31.446000,0 days 00:00:18.830000,0 days 00:00:38.574000
ALO,32.0,0 days 00:01:28.819000,10.0,0 days 02:06:45.055000,0 days 00:00:31.156000,0 days 00:00:19.014000,0 days 00:00:38.649000
ALO,33.0,,,0 days 02:07:21.860000,,,
LEC,1.0,0 days 00:02:08.480000,8.0,0 days 01:13:09.163000,,0 days 00:00:20.690000,0 days 00:01:02.574000
LEC,2.0,,5.0,0 days 01:15:56.324000,0 days 00:00:55.101000,0 days 00:00:36.092000,0 days 00:01:16.040000
LEC,3.0,,5.0,0 days 01:18:38.523000,0 days 00:00:54.771000,0 days 00:00:32.738000,0 days 00:01:14.652000
LEC,4.0,,5.0,0 days 01:21:14.268000,0 days 00:00:52.602000,0 days 00:00:32.053000,0 days 00:01:11.147000
LEC,5.0,0 days 00:02:22.597000,5.0,0 days 01:23:36.865000,0 days 00:00:51.208000,0 days 00:00:31.916000,0 days 00:00:59.473000
LEC,6.0,0 days 00:02:18.850000,5.0,0 days 01:25:55.715000,0 days 00:00:45.966000,0 days 00:00:33.553000,0 days 00:00:59.331000
LEC,7.0,0 days 00:02:13.209000,5.0,0 days 01:28:08.924000,0 days 00:00:45.283000,0 days 00:00:30.724000,0 days 00:00:57.202000
LEC,8.0,0 days 00:01:38.190000,5.0,0 days 01:29:47.114000,0 days 00:00:35.371000,0 days 00:00:20.374000,0 days 00:00:42.445000
LEC,9.0,0 days 00:01:34.933000,5.0,0 days 01:31:22.047000,0 days 00:00:33.915000,0 days 00:00:19.833000,0 days 00:00:41.185000
LEC,10.0,0 days 00:01:33.539000,5.0,0 days 01:32:55.586000,0 days 00:00:33.253000,0 days 00:00:19.497000,0 days 00:00:40.789000
LEC,11.0,0 days 00:01:34.251000,5.0,0 days 01:34:29.837000,0 days 00:00:33.495000,0 days 00:00:19.791000,0 days 00:00:40.965000
LEC,12.0,0 days 00:01:33.536000,5.0,0 days 01:36:03.373000,0 days 00:00:33.168000,0 days 00:00:19.953000,0 days 00:00:40.415000
LEC,13.0,0 days 00:01:32.198000,5.0,0 days 01:37:35.571000,0 days 00:00:32.808000,0 days 00:00:19.510000,0 days 00:00:39.880000
LEC,14.0,0 days 00:01:32.448000,5.0,0 days 01:39:08.019000,0 days 00:00:32.779000,0 days 00:00:19.371000,0 days 00:00:40.298000
LEC,15.0,0 days 00:01:31.846000,5.0,0 days 01:40:39.865000,0 days 00:00:32.501000,0 days 00:00:19.473000,0 days 00:00:39.872000
LEC,16.0,0 days 00:01:31.832000,5.0,0 days 01:42:11.697000,0 days 00:00:32.449000,0 days 00:00:19.424000,0 days 00:00:39.959000
LEC,17.0,0 days 00:01:32.502000,5.0,0 days 01:43:44.199000,0 days 00:00:32.353000,0 days 00:00:19.305000,0 days 00:00:40.844000
LEC,18.0,0 days 00:01:32.614000,5.0,0 days 01:45:16.813000,0 days 00:00:32.366000,0 days 00:00:19.295000,0 days 00:00:40.953000
LEC,19.0,0 days 00:01:31.861000,5.0,0 days 01:46:48.674000,0 days 00:00:32.446000,0 days 00:00:19.130000,0 days 00:00:40.285000
LEC,20.0,0 days 00:01:31.756000,5.0,0 days 01:48:20.430000,0 days 00:00:32.640000,0 days 00:00:19.249000,0 days 00:00:39.867000
LEC,21.0,0 days 00:01:31.159000,5.0,0 days 01:49:51.589000,0 days 00:00:32.503000,0 days 00:00:19.048000,0 days 00:00:39.608000
LEC,22.0,0 days 00:01:30.695000,5.0,0 days 01:51:22.284000,0 days 00:00:32.110000,0 days 00:00:19.024000,0 days 00:00:39.561000
LEC,23.0,0 days 00:01:31.551000,5.0,0 days 01:52:53.835000,0 days 00:00:32.450000,0 days 00:00:19.025000,0 days 00:00:40.076000
LEC,24.0,0 days 00:01:30.732000,5.0,0 days 01:54:24.567000,0 days 00:00:32.099000,0 days 00:00:19.026000,0 days 00:00:39.607000
LEC,25.0,0 days 00:01:30.251000,5.0,0 days 01:55:54.818000,0 days 00:00:31.754000,0 days 00:00:18.940000,0 days 00:00:39.557000
LEC,26.0,0 days 00:01:30.340000,5.0,0 days 01:57:25.158000,0 days 00:00:31.933000,0 days 00:00:19.002000,0 days 00:00:39.405000
LEC,27.0,0 days 00:01:30.563000,5.0,0 days 01:58:55.721000,0 days 00:00:32.068000,0 days 00:00:19.011000,0 days 00:00:39.484000
LEC,28.0,0 days 00:01:29.723000,5.0,0 days 02:00:25.444000,0 days 00:00:31.671000,0 days 00:00:18.863000,0 days 00:00:39.189000
LEC,29.0,0 days 00:01:29.492000,5.0,0 days 02:01:54.936000,0 days 00:00:31.588000,0 days 00:00:18.944000,0 days 00:00:38.960000
LEC,30.0,0 days 00:01:29.367000,5.0,0 days 02:03:24.303000,0 days 00:00:31.248000,0 days 00:00:18.963000,0 days 00:00:39.156000
LEC,31.0,0 days 00:01:29.546000,5.0,0 days 02:04:53.849000,0 days 00:00:31.524000,0 days 00:00:18.867000,0 days 00:00:39.155000
LEC,32.0,0 days 00:01:29.337000,5.0,0 days 02:06:23.186000,0 days 00:00:31.356000,0 days 00:00:18.945000,0 days 00:00:39.036000
LEC,33.0,0 days 00:01:33.966000,5.0,0 days 02:07:57.152000,0 days 00:00:31.801000,0 days 00:00:19.053000,0 days 00:00:43.112000
LEC,34.0,0 days 00:02:13.905000,5.0,0 days 02:10:11.057000,0 days 00:00:41.463000,0 days 00:00:27.483000,0 days 00:01:04.959000
LEC,35.0,0 days 00:02:06.872000,5.0,0 days 02:12:17.929000,0 days 00:00:47.333000,0 days 00:00:29.541000,0 days 00:00:49.998000
LEC,36.0,0 days 00:01:42.406000,5.0,0 days 02:14:00.335000,0 days 00:00:32.141000,0 days 00:00:25.374000,0 days 00:00:44.891000
LEC,37.0,0 days 00:02:28.223000,5.0,0 days 02:16:28.558000,0 days 00:00:33.250000,0 days 00:00:38.962000,0 days 00:01:16.011000
LEC,38.0,0 days 00:02:19.475000,5.0,0 days 02:18:48.033000,0 days 00:00:39.579000,0 days 00:00:40.983000,0 days 00:00:58.913000
LEC,39.0,0 days 00:02:11.723000,5.0,0 days 02:20:59.756000,0 days 00:00:40.103000,0 days 00:00:35.960000,0 days 00:00:55.660000
LEC,40.0,0 days 00:02:11.985000,5.0,0 days 02:23:11.741000,0 days 00:00:41.463000,0 days 00:00:34.386000,0 days 00:00:56.136000
LEC,41.0,0 days 00:02:08.829000,5.0,0 days 02:25:20.570000,0 days 00:00:43.051000,0 days 00:00:28.891000,0 days 00:00:56.887000
LEC,42.0,0 days 00:01:26.831000,5.0,0 days 02:26:47.401000,0 days 00:00:30.927000,0 days 00:00:18.992000,0 days 00:00:36.912000
LEC,43.0,0 days 00:01:25.271000,6.0,0 days 02:28:12.672000,0 days 00:00:29.433000,0 days 00:00:18.459000,0 days 00:00:37.379000
LEC,44.0,0 days 00:01:36.363000,5.0,0 days 02:29:49.035000,0 days 00:00:29.953000,0 days 00:00:18.038000,0 days 00:00:48.372000
LEC,45.0,0 days 00:01:31.269000,5.0,0 days 02:31:20.304000,0 days 00:00:29.782000,0 days 00:00:18.516000,0 days 00:00:42.971000
LEC,46.0,0 days 00:01:36.429000,2.0,0 days 02:32:56.733000,0 days 00:00:31.136000,0 days 00:00:17.831000,0 days 00:00:47.462000
LEC,47.0,,10.0,0 days 02:35:29.215000,0 days 00:00:41.619000,0 days 00:00:31.863000,0 days 00:01:18.975000
LEC,48.0,0 days 00:01:56.044000,10.0,0 days 02:37:25.259000,0 days 00:00:42.860000,0 days 00:00:21.823000,0 days 00:00:51.361000
LEC,49.0,0 days 00:02:22.777000,10.0,0 days 02:39:48.036000,0 days 00:00:45.441000,0 days 00:00:32.690000,0 days 00:01:04.646000
LEC,50.0,0 days 00:02:19.782000,10.0,0 days 02:42:07.818000,0 days 00:00:50.079000,0 days 00:00:29.365000,0 days 00:01:00.338000
LEC,51.0,0 days 00:02:07.996000,10.0,0 days 02:44:15.814000,0 days 00:00:46.891000,0 days 00:00:25.694000,0 days 00:00:55.411000
LEC,52.0,0 days 00:01:36.380000,9.0,0 days 02:45:52.194000,0 days 00:00:35.427000,0 days 00:00:19.167000,0 days 00:00:41.786000
LEC,53.0,0 days 00:01:32.731000,9.0,0 days 02:47:24.925000,0 days 00:00:32.685000,0 days 00:00:18.763000,0 days 00:00:41.283000
LEC,54.0,0 days 00:01:31.082000,8.0,0 days 02:48:56.007000,0 days 00:00:32.942000,0 days 00:00:18.901000,0 days 00:00:39.239000
LEC,55.0,0 days 00:01:29.975000,8.0,0 days 02:50:25.982000,0 days 00:00:31.892000,0 days 00:00:18.590000,0 days 00:00:39.493000
LEC,56.0,0 days 00:01:29.801000,8.0,0 days 02:51:55.783000,0 days 00:00:31.380000,0 days 00:00:18.561000,0 days 00:00:39.860000
LEC,57.0,0 days 00:01:30.964000,8.0,0 days 02:53:26.747000,0 days 00:00:31.616000,0 days 00:00:18.907000,0 days 00:00:40.441000
STR,1.0,0 days 00:02:19.485000,14.0,0 days 01:13:20.053000,,0 days 00:00:22.125000,0 days 00:01:08.489000
STR,2.0,,11.0,0 days 01:16:09.657000,0 days 00:00:54.693000,0 days 00:00:34.276000,0 days 00:01:20.512000
STR,3.0,,11.0,0 days 01:18:53.621000,0 days 00:00:51.700000,0 days 00:00:33.597000,0 days 00:01:18.641000
STR,4.0,,11.0,0 days 01:21:28.367000,0 days 00:00:50.522000,0 days 00:00:33.100000,0 days 00:01:11.249000
STR,5.0,0 days 00:02:20.409000,11.0,0 days 01:23:48.776000,0 days 00:00:50.391000,0 days 00:00:31.168000,0 days 00:00:58.850000
STR,6.0,0 days 00:02:20.973000,11.0,0 days 01:26:09.749000,0 days 00:00:42.942000,0 days 00:00:35.542000,0 days 00:01:02.489000
STR,7.0,0 days 00:02:04.687000,11.0,0 days 01:28:14.436000,0 days 00:00:40.835000,0 days 00:00:31.170000,0 days 00:00:52.682000
STR,8.0,0 days 00:01:38.664000,11.0,0 days 01:29:53.100000,0 days 00:00:36.070000,0 days 00:00:20.699000,0 days 00:00:41.895000
STR,9.0,0 days 00:01:36.253000,11.0,0 days 01:31:29.353000,0 days 00:00:34.815000,0 days 00:00:20.356000,0 days 00:00:41.082000
STR,10.0,0 days 00:01:35.140000,11.0,0 days 01:33:04.493000,0 days 00:00:34.318000,0 days 00:00:20.098000,0 days 00:00:40.724000
STR,11.0,0 days 00:01:34.972000,11.0,0 days 01:34:39.465000,0 days 00:00:34.256000,0 days 00:00:19.813000,0 days 00:00:40.903000
STR,12.0,0 days 00:01:34.426000,11.0,0 days 01:36:13.891000,0 days 00:00:34.054000,0 days 00:00:19.952000,0 days 00:00:40.420000
STR,13.0,0 days 00:01:33.899000,11.0,0 days 01:37:47.790000,0 days 00:00:33.728000,0 days 00:00:19.743000,0 days 00:00:40.428000
STR,14.0,0 days 00:01:33.097000,11.0,0 days 01:39:20.887000,0 days 00:00:33.480000,0 days 00:00:19.638000,0 days 00:00:39.979000
STR,15.0,0 days 00:01:32.382000,11.0,0 days 01:40:53.269000,0 days 00:00:33.172000,0 days 00:00:19.573000,0 days 00:00:39.637000
STR,16.0,0 days 00:01:32.554000,11.0,0 days 01:42:25.823000,0 days 00:00:33.147000,0 days 00:00:19.518000,0 days 00:00:39.889000
STR,17.0,0 days 00:01:33.388000,11.0,0 days 01:43:59.211000,0 days 00:00:33.382000,0 days 00:00:19.490000,0 days 00:00:40.516000
STR,18.0,0 days 00:01:33.631000,11.0,0 days 01:45:32.842000,0 days 00:00:33.579000,0 days 00:00:19.552000,0 days 00:00:40.500000
STR,19.0,0 days 00:01:32.684000,11.0,0 days 01:47:05.526000,0 days 00:00:33.070000,0 days 00:00:19.430000,0 days 00:00:40.184000
STR,20.0,0 days 00:01:32.580000,11.0,0 days 01:48:38.106000,0 days 00:00:33.039000,0 days 00:00:19.371000,0 days 00:00:40.170000
STR,21.0,0 days 00:01:32.429000,11.0,0 days 01:50:10.535000,0 days 00:00:33.022000,0 days 00:00:19.304000,0 days 00:00:40.103000
STR,22.0,0 days 00:01:34.269000,12.0,0 days 01:51:44.804000,0 days 00:00:32.986000,0 days 00:00:19.452000,0 days 00:00:41.831000
STR,23.0,0 days 00:01:32.643000,12.0,0 days 01:53:17.447000,0 days 00:00:33.110000,0 days 00:00:19.277000,0 days 00:00:40.256000
STR,24.0,0 days 00:01:32.102000,12.0,0 days 01:54:49.549000,0 days 00:00:32.976000,0 days 00:00:19.283000,0 days 00:00:39.843000
STR,25.0,0 days 00:01:32.092000,12.0,0 days 01:56:21.641000,0 days 00:00:32.667000,0 days 00:00:19.190000,0 days 00:00:40.235000
STR,26.0,0 days 00:01:31.547000,12.0,0 days 01:57:53.188000,0 days 00:00:32.676000,0 days 00:00:19.358000,0 days 00:00:39.513000
STR,27.0,0 days 00:01:31.408000,12.0,0 days 01:59:24.596000,0 days 00:00:32.397000,0 days 00:00:19.166000,0 days 00:00:39.845000
STR,28.0,0 days 00:01:30.725000,12.0,0 days 02:00:55.321000,0 days 00:00:32.017000,0 days 00:00:19.156000,0 days 00:00:39.552000
STR,29.0,0 days 00:01:30.935000,12.0,0 days 02:02:26.256000,0 days 00:00:32.319000,0 days 00:00:19.146000,0 days 00:00:39.470000
STR,30.0,0 days 00:01:30.853000,12.0,0 days 02:03:57.109000,0 days 00:00:32.460000,0 days 00:00:19.033000,0 days 00:00:39.360000
STR,31.0,0 days 00:01:31.077000,12.0,0 days 02:05:28.186000,0 days 00:00:32.533000,0 days 00:00:19.147000,0 days 00:00:39.397000
STR,32.0,0 days 00:01:30.657000,12.0,0 days 02:06:58.843000,0 days 00:00:32.003000,0 days 00:00:19.469000,0 days 00:00:39.185000
STR,33.0,0 days 00:02:02.766000,11.0,0 days 02:09:01.609000,0 days 00:00:32.155000,0 days 00:00:25.972000,0 days 00:01:04.639000
STR,34.0,0 days 00:02:04.993000,11.0,0 days 02:11:06.602000,0 days 00:00:47.742000,0 days 00:00:26.264000,0 days 00:00:50.987000
STR,35.0,0 days 00:01:45.462000,11.0,0 days 02:12:52.064000,0 days 00:00:35.760000,0 days 00:00:26.217000,0 days 00:00:43.485000
STR,36.0,0 days 00:01:39.850000,11.0,0 days 02:14:31.914000,0 days 00:00:32.683000,0 days 00:00:27.967000,0 days 00:00:39.200000
STR,37.0,0 days 00:02:06.301000,11.0,0 days 02:16:38.215000,0 days 00:00:33.203000,0 days 00:00:29.445000,0 days 00:01:03.653000
STR,38.0,0 days 00:02:20.070000,11.0,0 days 02:18:58.285000,0 days 00:00:38.003000,0 days 00:00:39.484000,0 days 00:01:02.583000
STR,39.0,0 days 00:02:11.900000,11.0,0 days 02:21:10.185000,0 days 00:00:37.918000,0 days 00:00:35.259000,0 days 00:00:58.723000
STR,40.0,0 days 00:02:09.900000,11.0,0 days 02:23:20.085000,0 days 00:00:38.748000,0 days 00:00:35.471000,0 days 00:00:55.681000
STR,41.0,0 days 00:02:04.101000,11.0,0 days 02:25:24.186000,0 days 00:00:42.904000,0 days 00:00:28.804000,0 days 00:00:52.393000
STR,42.0,0 days 00:01:27.301000,11.0,0 days 02:26:51.487000,0 days 00:00:30.923000,0 days 00:00:19.001000,0 days 00:00:37.377000
STR,43.0,0 days 00:01:25.538000,11.0,0 days 02:28:17.025000,0 days 00:00:29.780000,0 days 00:00:18.445000,0 days 00:00:37.313000
STR,44.0,0 days 00:01:44.738000,10.0,0 days 02:30:01.763000,0 days 00:00:29.501000,0 days 00:00:18.324000,0 days 00:00:56.913000
STR,45.0,0 days 00:01:37.256000,10.0,0 days 02:31:39.019000,0 days 00:00:37.854000,0 days 00:00:19.421000,0 days 00:00:39.981000
STR,46.0,0 days 00:01:32.361000,10.0,0 days 02:33:11.380000,0 days 00:00:31.718000,0 days 00:00:19.199000,0 days 00:00:41.444000
STR,47.0,0 days 00:02:05.678000,6.0,0 days 02:35:17.058000,0 days 00:00:34.890000,0 days 00:00:33.105000,0 days 00:00:57.683000
STR,48.0,0 days 00:01:59.297000,6.0,0 days 02:37:16.355000,0 days 00:00:40.496000,0 days 00:00:21.252000,0 days 00:00:57.549000
STR,49.0,0 days 00:02:25.123000,6.0,0 days 02:39:41.478000,0 days 00:00:50.928000,0 days 00:00:32.514000,0 days 00:01:01.681000
STR,50.0,0 days 00:02:19.570000,6.0,0 days 02:42:01.048000,0 days 00:00:50.984000,0 days 00:00:31.146000,0 days 00:00:57.440000
STR,51.0,0 days 00:02:13.847000,6.0,0 days 02:44:14.895000,0 days 00:00:46.450000,0 days 00:00:29.796000,0 days 00:00:57.601000
STR,52.0,0 days 00:01:35.395000,6.0,0 days 02:45:50.290000,0 days 00:00:34.809000,0 days 00:00:19.564000,0 days 00:00:41.022000
STR,53.0,0 days 00:01:31.558000,6.0,0 days 02:47:21.848000,0 days 00:00:32.677000,0 days 00:00:19.155000,0 days 00:00:39.726000
STR,54.0,0 days 00:01:30.794000,6.0,0 days 02:48:52.642000,0 days 00:00:32.101000,0 days 00:00:19.054000,0 days 00:00:39.639000
STR,55.0,0 days 00:01:30.387000,6.0,0 days 02:50:23.029000,0 days 00:00:31.722000,0 days 00:00:19.151000,0 days 00:00:39.514000
STR,56.0,0 days 00:01:30.323000,6.0,0 days 02:51:53.352000,0 days 00:00:31.618000,0 days 00:00:19.170000,0 days 00:00:39.535000
STR,57.0,0 days 00:01:30.957000,6.0,0 days 02:53:24.309000,0 days 00:00:31.819000,0 days 00:00:19.209000,0 days 00:00:39.929000
TSU,1.0,0 days 00:02:10.655000,9.0,0 days 01:13:11.264000,,0 days 00:00:21.598000,0 days 00:01:03.680000
TSU,2.0,,6.0,0 days 01:15:59.588000,0 days 00:00:54.848000,0 days 00:00:35.961000,0 days 00:01:17.410000
TSU,3.0,,6.0,0 days 01:18:42.370000,0 days 00:00:52.547000,0 days 00:00:33.756000,0 days 00:01:16.617000
TSU,4.0,,6.0,0 days 01:21:17.581000,0 days 00:00:50.759000,0 days 00:00:33.109000,0 days 00:01:11.327000
TSU,5.0,0 days 00:02:21.441000,6.0,0 days 01:23:39.022000,0 days 00:00:49.721000,0 days 00:00:33.012000,0 days 00:00:58.708000
TSU,6.0,0 days 00:02:19.381000,6.0,0 days 01:25:58.403000,0 days 00:00:45.567000,0 days 00:00:33.684000,0 days 00:01:00.130000
TSU,7.0,0 days 00:02:11.451000,6.0,0 days 01:28:09.854000,0 days 00:00:45.020000,0 days 00:00:30.751000,0 days 00:00:55.680000
TSU,8.0,0 days 00:01:38.464000,6.0,0 days 01:29:48.318000,0 days 00:00:35.395000,0 days 00:00:20.314000,0 days 00:00:42.755000
TSU,9.0,0 days 00:01:35.409000,6.0,0 days 01:31:23.727000,0 days 00:00:34.269000,0 days 00:00:19.974000,0 days 00:00:41.166000
TSU,10.0,0 days 00:01:34.433000,6.0,0 days 01:32:58.160000,0 days 00:00:33.907000,0 days 00:00:19.654000,0 days 00:00:40.872000
TSU,11.0,0 days 00:01:34.136000,6.0,0 days 01:34:32.296000,0 days 00:00:33.605000,0 days 00:00:19.643000,0 days 00:00:40.888000
TSU,12.0,0 days 00:01:33.273000,6.0,0 days 01:36:05.569000,0 days 00:00:33.212000,0 days 00:00:19.544000,0 days 00:00:40.517000
TSU,13.0,0 days 00:01:32.762000,6.0,0 days 01:37:38.331000,0 days 00:00:33.017000,0 days 00:00:19.482000,0 days 00:00:40.263000
TSU,14.0,0 days 00:01:32.434000,6.0,0 days 01:39:10.765000,0 days 00:00:32.690000,0 days 00:00:19.503000,0 days 00:00:40.241000
TSU,15.0,0 days 00:01:32.545000,6.0,0 days 01:40:43.310000,0 days 00:00:32.593000,0 days 00:00:19.583000,0 days 00:00:40.369000
TSU,16.0,0 days 00:01:32.133000,6.0,0 days 01:42:15.443000,0 days 00:00:32.705000,0 days 00:00:19.327000,0 days 00:00:40.101000
TSU,17.0,0 days 00:01:32.645000,6.0,0 days 01:43:48.088000,0 days 00:00:32.462000,0 days 00:00:19.350000,0 days 00:00:40.833000
TSU,18.0,0 days 00:01:33.444000,6.0,0 days 01:45:21.532000,0 days 00:00:33.166000,0 days 00:00:19.472000,0 days 00:00:40.806000
TSU,19.0,0 days 00:01:33.496000,6.0,0 days 01:46:55.028000,0 days 00:00:33.282000,0 days 00:00:19.371000,0 days 00:00:40.843000
TSU,20.0,0 days 00:01:32.549000,6.0,0 days 01:48:27.577000,0 days 00:00:33.081000,0 days 00:00:19.254000,0 days 00:00:40.214000
TSU,21.0,0 days 00:01:32.012000,6.0,0 days 01:49:59.589000,0 days 00:00:32.671000,0 days 00:00:19.306000,0 days 00:00:40.035000
TSU,22.0,0 days 00:01:31.567000,6.0,0 days 01:51:31.156000,0 days 00:00:32.422000,0 days 00:00:19.246000,0 days 00:00:39.899000
TSU,23.0,0 days 00:01:31.793000,6.0,0 days 01:53:02.949000,0 days 00:00:32.506000,0 days 00:00:19.206000,0 days 00:00:40.081000
TSU,24.0,0 days 00:01:31.380000,6.0,0 days 01:54:34.329000,0 days 00:00:32.366000,0 days 00:00:19.163000,0 days 00:00:39.851000
TSU,25.0,0 days 00:01:31.380000,6.0,0 days 01:56:05.709000,0 days 00:00:32.277000,0 days 00:00:19.314000,0 days 00:00:39.789000
TSU,26.0,0 days 00:01:31.205000,6.0,0 days 01:57:36.914000,0 days 00:00:32.232000,0 days 00:00:19.055000,0 days 00:00:39.918000
TSU,27.0,0 days 00:01:31.066000,6.0,0 days 01:59:07.980000,0 days 00:00:32.239000,0 days 00:00:19.137000,0 days 00:00:39.690000
TSU,28.0,0 days 00:01:30.709000,6.0,0 days 02:00:38.689000,0 days 00:00:32.024000,0 days 00:00:19.006000,0 days 00:00:39.679000
TSU,29.0,0 days 00:01:30.031000,6.0,0 days 02:02:08.720000,0 days 00:00:31.920000,0 days 00:00:18.945000,0 days 00:00:39.166000
TSU,30.0,0 days 00:01:30.184000,6.0,0 days 02:03:38.904000,0 days 00:00:31.554000,0 days 00:00:18.929000,0 days 00:00:39.701000
TSU,31.0,0 days 00:01:30.082000,6.0,0 days 02:05:08.986000,0 days 00:00:31.678000,0 days 00:00:19.021000,0 days 00:00:39.383000
TSU,32.0,0 days 00:01:30.492000,6.0,0 days 02:06:39.478000,0 days 00:00:31.845000,0 days 00:00:19.051000,0 days 00:00:39.596000
TSU,33.0,0 days 00:01:50.651000,6.0,0 days 02:08:30.129000,0 days 00:00:31.860000,0 days 00:00:19.027000,0 days 00:00:59.764000
TSU,34.0,0 days 00:02:26.811000,6.0,0 days 02:10:56.940000,0 days 00:00:55.104000,0 days 00:00:43.265000,0 days 00:00:48.442000
TSU,35.0,0 days 00:01:42.362000,6.0,0 days 02:12:39.302000,0 days 00:00:35.888000,0 days 00:00:24.675000,0 days 00:00:41.799000
TSU,36.0,0 days 00:01:39.366000,6.0,0 days 02:14:18.668000,0 days 00:00:33.064000,0 days 00:00:26.558000,0 days 00:00:39.744000
TSU,37.0,0 days 00:02:11.741000,6.0,0 days 02:16:30.409000,0 days 00:00:32.244000,0 days 00:00:28.343000,0 days 00:01:11.154000
TSU,38.0,0 days 00:02:19.231000,6.0,0 days 02:18:49.640000,0 days 00:00:39.051000,0 days 00:00:41.233000,0 days 00:00:58.947000
TSU,39.0,0 days 00:02:11.980000,6.0,0 days 02:21:01.620000,0 days 00:00:40.191000,0 days 00:00:35.729000,0 days 00:00:56.060000
TSU,40.0,0 days 00:02:11.829000,6.0,0 days 02:23:13.449000,0 days 00:00:40.940000,0 days 00:00:34.971000,0 days 00:00:55.918000
TSU,41.0,0 days 00:02:07.526000,6.0,0 days 02:25:20.975000,0 days 00:00:42.467000,0 days 00:00:30.028000,0 days 00:00:55.031000
TSU,42.0,0 days 00:01:27.146000,6.0,0 days 02:26:48.121000,0 days 00:00:31.474000,0 days 00:00:18.800000,0 days 00:00:36.872000
TSU,43.0,0 days 00:01:24.194000,5.0,0 days 02:28:12.315000,0 days 00:00:29.553000,0 days 00:00:18.100000,0 days 00:00:36.541000
TSU,44.0,0 days 00:01:28.252000,2.0,0 days 02:29:40.567000,0 days 00:00:29.703000,0 days 00:00:18.442000,0 days 00:00:40.107000
TSU,45.0,0 days 00:01:35.983000,3.0,0 days 02:31:16.550000,0 days 00:00:30.480000,0 days 00:00:18.605000,0 days 00:00:46.898000
TSU,46.0,0 days 00:01:40.978000,4.0,0 days 02:32:57.528000,0 days 00:00:34.153000,0 days 00:00:18.442000,0 days 00:00:48.383000
TSU,47.0,,11.0,0 days 02:35:30.876000,0 days 00:00:44.638000,0 days 00:00:33.072000,0 days 00:01:15.602000
TSU,48.0,0 days 00:01:56.286000,11.0,0 days 02:37:27.162000,0 days 00:00:44.076000,0 days 00:00:21.954000,0 days 00:00:50.256000
TSU,49.0,0 days 00:02:22.564000,11.0,0 days 02:39:49.726000,0 days 00:00:45.095000,0 days 00:00:32.615000,0 days 00:01:04.854000
TSU,50.0,0 days 00:02:20.101000,11.0,0 days 02:42:09.827000,0 days 00:00:49.609000,0 days 00:00:29.727000,0 days 00:01:00.765000
